APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5682018046,19-125949,COLORADO EAST,Development,NEW CONSTRUCTION,"2451 W COLORADO BLVD  Los Angeles, CA 90041",14,1,EAGLE ROCK,41,41,SPECIAL NEEDS,Yes,20,08/28/2020,"8,800,000","18,883,827",0,"27,683,827",Development,RCC MGP LLC,"DDCM, INC.",(323) 256-6060,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),195,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125949&LutSiteCD=1),C-136559,7/5/2023,-118.22027,34.1411,POINT (-118.22027 34.1411)
5536016005,13-119154,HOLLYWOODLAND (SITE 3),In-Service,ACQUISITION + REHAB,"977 N WILTON PL  Los Angeles, CA 90038",13,3,MELROSE,16,82,SENIORS,No,0,11/21/2013,0,"7,946,357","10,500,000","18,446,357",2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=3),,7/5/2023,-118.31368,34.08834,POINT (-118.31368 34.08834)
5405021065,30166,FIGUEROA PLACE,In-Service,ACQUISITION + REHAB,"1320 W SUNSET BLVD 1-33  Los Angeles, CA 90026",1,1,ANGELINO HEIGHTS,33,33,FAMILY,No,0,06/16/2005,"1,647,000","8,292,373",0,"9,939,373",2006,N/A,TRIUMPH RESIDENTIAL SERVICES INC,N/A,click here (http://hcidapp.lacity.org/mpphotos/030166/Photo/Website/CD%201%20-%20Figueroa%20Place%20-%20030166.jpg),63,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030166&LutSiteCD=1),C-108264,7/5/2023,-118.25105,34.072,POINT (-118.25105 34.072)
2536015029,12-118879,MOONLIGHT VILLAS,In-Service,NEW CONSTRUCTION,"12381 W OSBORNE ST  Pacoima, CA 91331",7,1,PACOIMA,27,27,SPECIAL NEEDS,Yes,19,07/24/2013,"2,044,211","10,243,590",0,"12,287,801",2015,Los Angeles Housing Partnership,BARKER MANAGEMENT INC,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/12-118879/Photo/Website/Moonlight%20Villas.png),103,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118879&LutSiteCD=1),C-122645,7/5/2023,-118.40283,34.26101,POINT (-118.40283 34.26101)
5429008030,20290,LAGUNA SENIOR APTS.,In-Service,NEW CONSTRUCTION,"4201 W SUNSET BLVD  Los Angeles, CA 90029",13,1,SILVERLAKE,64,64,SENIORS,Yes,23,07/26/2004,"2,310,000","10,951,074","1,850,000","15,111,074",2009,"PROJECT NEW HOPE,(App)",TELACU RESIDENTIAL MANAGEMENT,(323) 838-8556,click here (http://hcidapp.lacity.org/mpphotos/020290/Photo/Website/Laguna_sunset.jpg),95,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020290&LutSiteCD=1),C-107069,7/5/2023,-118.28204,34.09421,POINT (-118.28204 34.09421)
2654037082,10-117634,LA CORUNA SENIOR APARTMENTS,In-Service,NEW CONSTRUCTION,"15301 W LANARK ST 1-87  Panorama City, CA 91405",6,1,NORTH HILLS,87,87,SENIORS,No,0,07/25/2011,"2,123,930","23,513,261",0,"25,637,191",2013,META HOUSING CORPORATION,"WESTERN SENIORS HOUSING, INC.",(818) 442-0170,click here (http://hcidapp.lacity.org/mpphotos/10-117634/Photo/Website/10-117634.JPG),216,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117634&LutSiteCD=1),C-119164,7/5/2023,-118.46702,34.21809,POINT (-118.46702 34.21809)
5055027031,07-117233,HDR I & II (SITE 5),In-Service,REHAB,"2714 S ORCHARD AVE  Los Angeles, CA 90007",9,5,UNIVERSITY PARK,16,125,FAMILY,No,0,07/01/2007,0,"8,116,043","6,787,000","14,903,043",2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=5),,7/5/2023,-118.2873,34.02976,POINT (-118.2873 34.02976)
5544021029,14-121632,5400 HOLLYWOOD FAMILY APARTMENTS,In-Service,NEW CONSTRUCTION,"5400 W HOLLYWOOD BLVD  Los Angeles, CA 90027",13,1,HOLLYWOOD,40,40,FAMILY,No,0,03/18/2015,"1,950,000","18,803,961",0,"20,753,961",2016,Meta Housing Corporation,WSH MANAGEMENT,(949) 748-8204,click here (http://hcidapp.lacity.org/mpphotos/14-121632/Photo/Website/P1110047.png),161,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121632&LutSiteCD=1),C-125413,7/5/2023,-118.30734,34.1014,POINT (-118.30734 34.1014)
5501002032,15-122538,PATH METRO VILLAS PHASE 2,In-Service,NEW CONSTRUCTION,"320 N MADISON AVE  LOS ANGELES, CA 90004",13,1,SILVERLAKE,122,122,SPECIAL NEEDS,Yes,90,12/13/2017,"7,713,721","48,351,139",0,"56,064,860",2020,PATH Ventures,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/15-122538/Photo/Website/PATH%20II%202.jpg),302,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122538&LutSiteCD=1),"C-130582,C-130583",7/5/2023,-118.28902,34.07708,POINT (-118.28902 34.07708)
5537023034,70159,HARVARD CIRCLE,In-Service,NEW CONSTRUCTION,"952 N HARVARD BLVD 1-40  LOS ANGELES, CA 90029",13,1,MELROSE,40,40,FAMILY,No,0,02/13/2008,"6,785,617","16,436,770",0,"23,222,387",2010,N/A,FPI MANAGEMENT INC.,(714) 641-5110 x419,click here (http://hcidapp.lacity.org/mpphotos/070159/Photo/Website/CD%2013%20-%20Harvard%20Circle.JPG),142,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070159&LutSiteCD=1),C-113118,7/5/2023,-118.30371,34.0884,POINT (-118.30371 34.0884)
5205013009,40051,FLORES DEL VALLE,In-Service,NEW CONSTRUCTION,"222 N AVENUE 23  LOS ANGELES, CA 90031",1,1,LINCOLN HEIGHTS,146,146,FAMILY,No,0,02/25/2005,"4,800,000","25,074,282",0,"29,874,282",2007,"AMCAL FLORES DEL VALLE FUND, L.P.","FPI MANAGEMENT, INC",(323) 235-5506,click here (http://hcidapp.lacity.org/mpphotos/040051/Photo/Website/CD%201%20-%20James%20Woods%20Apts.jpg),147,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040051&LutSiteCD=1),C-107925,7/5/2023,-118.21857,34.07842,POINT (-118.21857 34.07842)
6032026027,06-117222,WINDWARD APTS (A/B) (SITE 3),In-Service,REHAB,"621 W 81ST ST 1-11  Los Angeles, CA 90044",8,3,VERMONT VISTA,11,232,FAMILY,No,0,04/01/2006,0,"7,438,473","4,641,342","12,079,815",2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=3),,7/5/2023,-118.28495,33.96563,POINT (-118.28495 33.96563)
2629032001,15-122555,SUN VALLEY SENIOR VETERANS APARTMENTS,In-Service,NEW CONSTRUCTION,"9041 N LAUREL CANYON BLVD  SUN VALLEY, CA 91352",6,1,SUN VALLEY,96,96,SPECIAL NEEDS,Yes,93,01/23/2018,0,"31,281,577",0,"31,281,577",2020,East LA Community Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122555&LutSiteCD=1),,7/5/2023,-118.40573,34.23346,POINT (-118.40573 34.23346)
2644025255,70019,ASTURIAS SENIOR APTS.,In-Service,N/A,"9628 N VAN NUYS BLVD  Panorama City, CA 91402",6,1,PANORAMA CITY,69,69,SENIORS,No,0,02/13/2008,"6,437,840","18,806,838",0,"25,244,678",2009,"META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.",(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/070019/Photo/Website/CD_7_-_Asturias_Sr._Apts._-_070019.png),161,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070019&LutSiteCD=1),C-113115,7/5/2023,-118.4499,34.24535,POINT (-118.4499 34.24535)
5533003022,60018,STEVENSON MANOR,In-Service,REHAB,"1230 N COLE AVE  HOLLYWOOD, CA 90038",13,1,HOLLYWOOD,61,61,SENIORS,No,0,12/13/2006,"5,633,960","8,424,474",0,"14,058,434",2007,"INSITE DEVELOPMENT, LLC",IRONWOOD MANAGEMENT,(818) 789-5550,click here (http://hcidapp.lacity.org/mpphotos/060018/Photo/Website/CD%2013%20-%20Stevenson%20Manor.JPG),19,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060018&LutSiteCD=1),C-110959,7/5/2023,-118.32926,34.09356,POINT (-118.32926 34.09356)
6046019906,16-123233,JORDAN DOWNS PHASE 1A,In-Service,NEW CONSTRUCTION,"9901 S ALAMEDA ST  LOS ANGELES, CA 90002",15,1,,115,115,FAMILY,No,0,03/27/2017,0,"24,776,057","38,059,951","62,836,008",2019,BRIDGE HOUSING CORPORATION,BRIDGE HOUSING,(619) 481-3477,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123233&LutSiteCD=1),,7/5/2023,-118.2289,33.9467,POINT (-118.2289 33.9467)
5427011009,20289,LA 78 PRESERVATION PROJECT (SITE 4),In-Service,N/A,"831 N LUCILE AVE  Los Angeles, CA 90026",13,4,SILVERLAKE,20,78,N/A,No,0,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=4),,7/5/2023,-118.2834,34.08436,POINT (-118.2834 34.08436)
5143020023,02-118256,SAN LUCAS APARTMENTS,In-Service,NEW CONSTRUCTION,"1221 W 7TH ST  Los Angeles, CA 90017",1,1,WESTLAKE,196,196,SENIORS,No,0,11/29/2001,0,0,0,0,2003,N/A,GSL PROPERRTY MANAGEMENT,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=02-118256&LutSiteCD=1),,7/5/2023,-118.26681,34.05209,POINT (-118.26681 34.05209)
6065010054,05-117193,LEEWARD APTS. (SITE 13),In-Service,REHAB,"10648 S CENTRAL AVE  Los Angeles, CA 90002",15,13,WATTS,0,257,FAMILY,No,0,05/02/2005,0,"7,103,994","10,208,936","17,312,930",2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=13),,7/5/2023,-118.25394,33.93916,POINT (-118.25394 33.93916)
5533017010,11-118677,STEP UP ON VINE,In-Service,REHAB,"1057 N VINE ST  Los Angeles, CA 90038",13,1,MELROSE,34,34,SPECIAL NEEDS,Yes,32,12/12/2011,"334,951","14,811,113",0,"15,146,064",2012,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/11-118677/Photo/Website/11-118677.JPG),113,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118677&LutSiteCD=1),C-119941,7/5/2023,-118.32678,34.09019,POINT (-118.32678 34.09019)
5054006007,06-117222,WINDWARD APTS (A/B) (SITE 8),In-Service,REHAB,"2730 S NORMANDIE AVE  Los Angeles, CA 90007",8,8,ADAMS-NORMANDIE,14,232,FAMILY,No,0,04/01/2006,0,"7,438,473","4,641,342","12,079,815",2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=8),,7/5/2023,-118.30007,34.02996,POINT (-118.30007 34.02996)
5535002026,40067,ROYALS APARTMENTS (SITE 2),In-Service,REHAB,"772 N VAN NESS AVE  Los Angeles, CA 90038",13,2,MELROSE,56,115,FAMILY,No,0,05/06/2005,"1,100,000","13,039,479",0,"14,139,479",2006,"Preservation Partners Management Group, Inc.",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site2/royalsvanness772vannes315072of6(PNG).png),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040067&LutSiteCD=2),C-108105,7/5/2023,-118.31559,34.08514,POINT (-118.31559 34.08514)
2611007023,15-122400,SYLMAR COURT APTS.,In-Service,NEW CONSTRUCTION,"12415 N SAN FERNANDO RD  SYLMAR, CA 91342",7,1,SYLMAR,101,101,FAMILY,Yes,25,01/21/2016,"5,975,000","27,197,810","7,944,000","41,116,810",2017,Meta Housing Corporation,"SOLARI ENTERPRISES, INC.",(714) 282-2520 x220,click here (http://hcidapp.lacity.org/mpphotos/15-122400/Photo/Website/007.JPG),407,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122400&LutSiteCD=1),C-126991,7/5/2023,-118.45528,34.29585,POINT (-118.45528 34.29585)
2408006038,09-117266,GLENOAKS GARDENS,In-Service,NEW CONSTRUCTION,"8925 N GLENOAKS BLVD  Sun Valley, CA 91352",6,1,SUN VALLEY,61,61,SPECIAL NEEDS,Yes,60,06/30/2010,"2,223,673","16,396,025",0,"18,619,698",2011,L.A. FAMILY HOUSING,LA FAMILY HOUSING CORPORATION,(818) 255-2745,click here (http://hcidapp.lacity.org/mpphotos/09-117266/Photo/Website/glenoaks89251512_001-.png),171,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117266&LutSiteCD=1),C-117548,7/5/2023,-118.36767,34.23074,POINT (-118.36767 34.23074)
5128022009,10-117457,THE 28TH ST APARTMENTS/FKA THE 28TH ST YMCA,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"1006 E 28TH ST 1-49  Los Angeles, CA 90011",9,1,CENTRAL,49,49,SRO,Yes,30,03/14/2011,"3,287,944","18,200,934",0,"21,488,878",2013,"Clifford Beers Housing, Inc",LEVINE MANAGEMENT GROUP,(310) 730-3925,click here (http://hcidapp.lacity.org/mpphotos/10-117457/Photo/Website/10-117457.JPG),216,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117457&LutSiteCD=1),C-118597,7/5/2023,-118.25759,34.01701,POINT (-118.25759 34.01701)
4006018901,18-124660,DEPOT AT HYDE PARK,In-Service,NEW CONSTRUCTION,"6527 S CRENSHAW BLVD  Los Angeles, CA 90043",8,1,HYDE PARK,43,43,FAMILY,Yes,33,04/26/2021,"6,840,000","24,078,454",0,"30,918,454",2023,"Women Organizing Resources, Knowledge and Services (""WORKS"")",THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/18-124660/Photo/Website/Depot%20at%20Hyde%20Park.JPG),284,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124660&LutSiteCD=1),"C-138126,C-138231",7/5/2023,-118.33113,33.97984,POINT (-118.33113 33.97984)
6074018025,19-125941,ASANTE APARTMENTS,In-Service,NEW CONSTRUCTION,"11001 S BROADWAY  Los Angeles, CA 90061",8,1,CENTURY PALMS/COVE,55,55,SPECIAL NEEDS,Yes,54,06/28/2021,"10,816,454","11,696,150","5,500,159","28,012,763",2023,"Affirmed Housing Group, Inc.","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),284,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125941&LutSiteCD=1),C-138480,7/5/2023,-118.27852,33.93533,POINT (-118.27852 33.93533)
6132024034,80008,MAYA TOWNHOMES,In-Service,NEW CONSTRUCTION,"306 W 120TH ST  Los Angeles, CA 90061",15,1,CENTURY PALMS/COVE,21,21,FAMILY,No,0,05/15/2009,"2,055,350","7,237,394",0,"9,292,744",2011,"LEELA ENTERPRISES,",ABHAY GOKANI CORPORATION,(323) 465-6611,click here (http://hcidapp.lacity.org/mpphotos/080008/Photo/Website/maya12005broadwa_010-.png),83,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080008&LutSiteCD=1),C-115404,7/5/2023,-118.27847,33.92348,POINT (-118.27847 33.92348)
5445031954,18-125458,PARQUE VISTA - 2851 E. CHAUCER ST. (SITE 2),In-Service,NEW CONSTRUCTION,"2851 E CHAUCER ST  LOS ANGELES, CA 90065",1,2,ATWATER VILLAGE,0,42,FAMILY,No,0,04/01/2020,"4,920,051","20,979,603",0,"25,899,654",2021,McCormack Baron Salazar,"MCCORMACK BARON MANAGEMENT, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125458&LutSiteCD=2),"C-135344,C-135345",7/5/2023,-118.23371,34.09515,POINT (-118.23371 34.09515)
5148012022,11-117804,GATEWAYS APARTMENTS,In-Service,NEW CONSTRUCTION,"505 S SAN PEDRO ST  Los Angeles, CA 90013",14,1,WHOLESALE DISTRICT,108,108,SPECIAL NEEDS,Yes,107,12/20/2011,"9,411,904","19,989,366",0,"29,401,270",2013,SRO Housing Corporation,SRO HOUSING CORP,(213) 572-0251,click here (http://hcidapp.lacity.org/mpphotos/11-117804/Photo/Website/gateway505sanpedro_102213004.png),232,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117804&LutSiteCD=1),C-119971,7/5/2023,-118.24444,34.04392,POINT (-118.24444 34.04392)
6038010026,15-122499,88TH & VERMONT,In-Service,NEW CONSTRUCTION,"8730 S VERMONT AVE  LOS ANGELES, CA 90044",8,1,VERMONT VISTA,62,62,SPECIAL NEEDS,Yes,46,03/29/2018,"13,763,500","22,489,046",0,"36,252,546",2019,"Women Organizing Resources, Knowledge and Services","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/15-122499/Photo/Website/88th%20vermont%2012-20-16.JPG),348,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122499&LutSiteCD=1),"C-131079,C-131080",7/5/2023,-118.29137,33.9583,POINT (-118.29137 33.9583)
5153030002,14-121611,"MOSAIC GARDENS AT WESTLAKE, FKA BEVERLY & LUCAS",In-Service,ACQUISITION + NEW CONSTRUCTION,"1416 W BEVERLY BLVD  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,125,125,SPECIAL NEEDS,Yes,63,03/16/2016,"6,690,000","50,769,439",0,"57,459,439",2018,LINC Housing Corporation,JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/14-121611/Photo/Website/Mosaic%20Gardens.JPG),365,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121611&LutSiteCD=1),"C-126983,C-127229",7/5/2023,-118.26017,34.06184,POINT (-118.26017 34.06184)
5188016004,20-127586,WHITTIER HHH (FKA WHITTIER PSH),Development,NEW CONSTRUCTION,3552 E WHITTIER BLVD CA 90023,14,1,BOYLE HEIGHTS,64,64,SPECIAL NEEDS,Yes,63,06/16/2022,"6,125,000",0,0,"6,125,000",Development,Mercy Housing Calwest,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-127586&LutSiteCD=1),C-140408,7/5/2023,-118.19715,34.02586,POINT (-118.19715 34.02586)
5071025901,19-126544,WASHINGTON ARTS COLLECTIVE,Development,NEW CONSTRUCTION,"4615 W WASHINGTON BLVD  Los Angeles, CA 90016",10,1,ST ELMO VILLAGE,33,56,FAMILY,Yes,9,10/25/2021,"2,097,200","38,762,222",0,"40,859,422",Development,"WAC, L.P.",THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),316,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126544&LutSiteCD=1),C-139216,7/5/2023,-118.34029,34.04001,POINT (-118.34029 34.04001)
5540016014,05-117217,LEXINGTON APARTMENTS A/B (SITE 5),In-Service,REHAB,"4829 W LEXINGTON AVE  Los Angeles, CA 90029",13,5,EAST HOLLYWOOD,0,251,FAMILY,No,0,12/28/2005,0,"6,771,719","10,247,566","17,019,285",2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=5),,7/5/2023,-118.29416,34.09354,POINT (-118.29416 34.09354)
5075007010,80053,PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 2),In-Service,REHAB,"1400 S KENMORE AVE  Los Angeles, CA 90006",1,2,HARVARD HEIGHTS,0,83,FAMILY,No,0,10/07/2010,"4,575,000","10,250,907",0,"14,825,907",2011,Gubb and Barshay,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,click here (http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site2/PH&D%201745%20W%2020th.jpg),45,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080053&LutSiteCD=2),C-117961,7/5/2023,-118.29687,34.04628,POINT (-118.29687 34.04628)
5080015076,11-118598,THE SERRANO,In-Service,NEW CONSTRUCTION,"975 S SERRANO AVE 1-6  Los Angeles, CA 90006",10,1,KOREATOWN,44,44,FAMILY,No,0,03/07/2012,"3,500,000","14,368,683",0,"17,868,683",2013,"AMERICAN COMMUNITIES, LLC",THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/11-118598/Photo/Website/serrano975sserrano_101713003-Resampled.png),137,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118598&LutSiteCD=1),C-120183,7/5/2023,-118.30653,34.05333,POINT (-118.30653 34.05333)
5402039027,60082,CLINTON FAMILY APTS.,In-Service,NEW CONSTRUCTION,"2114 W CLINTON ST 1-36  Los Angeles, CA 90026",13,1,TEMPLE-BEAUDRY,36,36,FAMILY,No,0,05/09/2007,"2,804,900","11,184,695",0,"13,989,595",2009,"META HOUSING CORPORATION,","WESTERN COMMUNITY HOUSING, INC.",(714) 549-4100,click here (http://hcidapp.lacity.org/mpphotos/060082/Photo/Website/clintonfam_3(PNG).png),80,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060082&LutSiteCD=1),C-111602,7/5/2023,-118.26686,34.07381,POINT (-118.26686 34.07381)
5151004913,12-118869,PARCEL M-GRAND AVE.,In-Service,NEW CONSTRUCTION,"225 S GRAND AVE  Los Angeles, CA 90012",14,1,DOWNTOWN,271,271,FAMILY,No,0,12/19/2012,0,"14,195,189","102,905,000","117,100,189",2014,"RELATED CALIFORNIA URBAN HOUSING, LLC",RELATED MANAGEMENT COMPANY,(949) 660-7272,click here (http://hcidapp.lacity.org/mpphotos/12-118869/Photo/Website/Parcel%20M-%20Grand%20Ave.png),"1,165",click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118869&LutSiteCD=1),,7/5/2023,-118.25078,34.05388,POINT (-118.25078 34.05388)
5123001900,18-124729,CASA DE ROSAS CAMPUS,In-Service,REHAB,"2600 S HOOVER ST  LOS ANGELES, CA 90007",9,1,UNIVERSITY PARK,37,37,SPECIAL NEEDS,Yes,36,03/13/2019,"11,045,000","11,905,000",0,"22,950,000",2021,WARD Economic Development Corporation,TELACU,(323) 838-8556,click here (http://hcidapp.lacity.org/mpphotos/18-124729/Photo/Website/Casa%20de%20Rosas.JPG),149,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124729&LutSiteCD=1),"C-132908,C-132914,C-142226",7/5/2023,-118.28362,34.03133,POINT (-118.28362 34.03133)
2103009036,13-119142,CORAL WOOD COURT,In-Service,ACQUISITION + REHAB,"8025 N RESEDA BLVD  Reseda, CA 91335",4,1,RESEDA,106,106,FAMILY,No,0,06/28/2013,0,"13,355,261","13,000,000","26,355,261",2014,"Community Preservation Partners, LLC","MCCORMACK BARON SALAZAR,",(818) 774-9264,click here (http://hcidapp.lacity.org/mpphotos/13-119142/Photo/Website/Coralwood%20Court%20Apt.png),68,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119142&LutSiteCD=1),,7/5/2023,-118.53627,34.21616,POINT (-118.53627 34.21616)
5032004909,17-124942,METRO AT BUCKINGHAM AKA BUCKINGHAM PHASE 2,In-Service,NEW CONSTRUCTION,"4018 S BUCKINGHAM ROAD  Los Angeles, CA 90008",10,1,BALDWIN HILLS,103,103,SENIORS,Yes,51,12/13/2018,0,"39,808,720",0,"39,808,720",2020,Meta Housing Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124942&LutSiteCD=1),,7/5/2023,-118.34225,34.0137,POINT (-118.34225 34.0137)
5020031021,16-123080,WEST A HOMES (RECAP),Development,ACQUISITION + REHAB,"4080 S VERMONT AVE  LOS ANGELES, CA 90037",9,1,WEST VERNON,24,44,FAMILY,No,0,12/22/2016,"499,060","4,809,923","5,000,000","10,308,983",Development,"Valued Housing II, LLC",BARKER MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123080&LutSiteCD=1),C-96317,7/5/2023,-118.29139,34.0094,POINT (-118.29139 34.0094)
